image_name,damage_type,location,severity,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0768.jpeg,crack,right_door,medium,0.887712,0.313084,0.114407,0.149533
0768.jpeg,crack,right_door,medium,0.949153,0.257009,0.093220,0.084112
0768.jpeg,crack,side_panel,medium,0.644068,0.595794,0.601695,0.406542
0769.jpeg,crack,front_bumper,medium,0.083607,0.936364,0.167213,0.115152
0770.jpeg,crack,front_bumper,medium,0.563707,0.853093,0.254826,0.283505
0770.jpeg,crack,front_bumper,medium,0.857143,0.945876,0.262548,0.097938
0770.jpeg,dent,front_bumper,low,0.351351,0.817010,0.108108,0.108247
0770.jpeg,crack,right_door,low,0.951737,0.837629,0.088803,0.262887
0771.jpeg,dent,left_door,low,0.048736,0.310440,0.097473,0.115385
0771.jpeg,dent,front_bumper,low,0.225632,0.923077,0.090253,0.131868
0772.jpeg,dent,front_bumper,low,0.845361,0.864865,0.298969,0.131274
0773.jpeg,crack,left_door,medium,0.052727,0.786885,0.105455,0.415301
0773.jpeg,dent,left_door,low,0.087273,0.224044,0.116364,0.142077
0773.jpeg,dent,windshield,low,0.207273,0.207650,0.094545,0.131148
0775.jpeg,broken_part,front_bumper,medium,0.498069,0.902062,0.996139,0.185567
0775.jpeg,crack,side_panel,medium,0.366795,0.492268,0.092664,0.149485
0775.jpeg,crack,side_panel,high,0.405405,0.559278,0.424710,0.561856
0775.jpeg,dent,front_bumper,low,0.220077,0.814433,0.154440,0.144330
0775.jpeg,dent,right_door,medium,0.932432,0.726804,0.127413,0.206186
0776.jpeg,broken_part,front_bumper,high,0.781853,0.845361,0.382239,0.298969
0777.jpeg,crack,side_panel,medium,0.626459,0.423469,0.295720,0.193878
0777.jpeg,crack,right_door,medium,0.929961,0.561224,0.132296,0.377551
0778.jpeg,dent,front_bumper,low,0.123333,0.949405,0.080000,0.089286
0780.jpeg,dent,side_panel,low,0.049815,0.930108,0.099631,0.086022
0780.jpeg,crack,right_door,low,0.955720,0.806452,0.081181,0.236559
0782.jpeg,paint_damage,left_door,medium,0.083333,0.767857,0.166667,0.285714
0782.jpeg,broken_part,left_door,medium,0.041667,0.526786,0.083333,0.125000
0783.jpeg,crack,front_bumper,medium,0.215385,0.788660,0.430769,0.216495
0784.jpeg,paint_damage,right_door,medium,0.876289,0.301158,0.237113,0.247104
0784.jpeg,dent,rear_bumper,low,0.340206,0.086873,0.123711,0.057915
0784.jpeg,dent,right_door,low,0.824742,0.374517,0.206186,0.154440
0786.jpeg,crack,left_door,high,0.146667,0.544643,0.293333,0.898810
0786.jpeg,dent,right_door,medium,0.808333,0.505952,0.130000,0.261905
0787.jpeg,dent,front_bumper,low,0.698842,0.917526,0.193050,0.154639
0787.jpeg,dent,front_bumper,low,0.229730,0.945876,0.413127,0.097938
0788.jpeg,crack,right_door,high,0.808880,0.304124,0.374517,0.443299
0788.jpeg,paint_damage,right_door,medium,0.942085,0.546392,0.108108,0.195876
0788.jpeg,crack,rear_bumper,medium,0.648649,0.139175,0.332046,0.144330
0788.jpeg,dent,right_door,low,0.944015,0.770619,0.104247,0.293814
0788.jpeg,dent,front_bumper,medium,0.631274,0.783505,0.266409,0.371134
0788.jpeg,crack,right_door,medium,0.839768,0.533505,0.119691,0.149485
0788.jpeg,dent,rear_bumper,low,0.142857,0.085052,0.100386,0.149485
0788.jpeg,crack,left_door,low,0.042471,0.554124,0.084942,0.654639
0789.jpeg,crack,left_door,high,0.297297,0.438144,0.447876,0.680412
0789.jpeg,paint_damage,side_panel,medium,0.362934,0.546392,0.162162,0.350515
0789.jpeg,paint_damage,left_door,low,0.048263,0.835052,0.096525,0.154639
0789.jpeg,dent,left_door,medium,0.100386,0.474227,0.200772,0.360825
0789.jpeg,dent,rear_bumper,low,0.944015,0.097938,0.104247,0.144330
0790.jpeg,crack,left_door,medium,0.074074,0.350187,0.148148,0.078652
0790.jpeg,crack,roof,medium,0.462963,0.159176,0.925926,0.303371
0790.jpeg,dent,right_door,low,0.865079,0.794007,0.111111,0.059925
0793.jpeg,crack,front_bumper,low,0.797131,0.898058,0.397541,0.087379
0796.jpeg,broken_part,left_door,medium,0.042471,0.865979,0.084942,0.257732
0796.jpeg,crack,front_bumper,medium,0.874517,0.945876,0.243243,0.097938
0796.jpeg,crack,right_door,medium,0.940154,0.252577,0.111969,0.144330
0796.jpeg,dent,right_door,low,0.953668,0.850515,0.061776,0.092784
0797.jpeg,paint_damage,left_door,medium,0.208889,0.457778,0.275556,0.195556
0797.jpeg,paint_damage,windshield,medium,0.280000,0.208889,0.160000,0.124444
0797.jpeg,crack,left_door,high,0.120000,0.231111,0.240000,0.462222
0797.jpeg,crack,front_bumper,medium,0.933333,0.917778,0.124444,0.155556
0797.jpeg,dent,windshield,low,0.695556,0.326667,0.155556,0.155556
0797.jpeg,dent,windshield,low,0.615556,0.226667,0.093333,0.071111
0797.jpeg,dent,rear_bumper,low,0.384444,0.080000,0.217778,0.160000
0797.jpeg,crack,front_bumper,low,0.828889,0.955556,0.075556,0.080000
0798.jpeg,crack,right_door,medium,0.969900,0.866071,0.053512,0.255952
0799.jpeg,dent,rear_bumper,low,0.643678,0.082902,0.176245,0.165803
0799.jpeg,broken_part,rear_bumper,medium,0.879310,0.108808,0.233716,0.217617
0799.jpeg,broken_part,right_door,medium,0.758621,0.510363,0.114943,0.098446
0799.jpeg,dent,windshield,low,0.649425,0.251295,0.118774,0.077720
0800.jpeg,crack,front_bumper,high,0.498239,0.828652,0.996479,0.331461
0801.jpeg,crack,right_door,medium,0.941472,0.717262,0.110368,0.339286
0801.jpeg,dent,left_door,low,0.053512,0.208333,0.066890,0.166667
0801.jpeg,dent,side_panel,low,0.384615,0.556548,0.086957,0.089286
0802.jpeg,dent,left_door,low,0.094595,0.636598,0.158301,0.242268
0802.jpeg,dent,left_door,low,0.054054,0.425258,0.108108,0.180412
0802.jpeg,dent,left_door,low,0.073359,0.515464,0.131274,0.123711
0802.jpeg,dent,rear_bumper,low,0.762548,0.128866,0.096525,0.103093
0803.jpeg,crack,right_door,medium,0.710425,0.417526,0.231660,0.185567
0803.jpeg,crack,right_door,medium,0.953668,0.713918,0.084942,0.097938
0804.jpeg,crack,rear_bumper,medium,0.638996,0.051546,0.135135,0.103093
0804.jpeg,crack,front_bumper,medium,0.498069,0.817010,0.996139,0.355670
0804.jpeg,crack,side_panel,medium,0.635135,0.492268,0.166023,0.108247
0804.jpeg,broken_part,side_panel,medium,0.532819,0.533505,0.324324,0.345361
0805.jpeg,crack,front_bumper,medium,0.747845,0.935484,0.495690,0.119816
0805.jpeg,crack,windshield,medium,0.497845,0.269585,0.995690,0.539171
0805.jpeg,crack,left_door,medium,0.040948,0.746544,0.081897,0.119816
0805.jpeg,crack,left_door,medium,0.131466,0.188940,0.133621,0.119816
0805.jpeg,crack,left_door,medium,0.202586,0.656682,0.405172,0.576037
0805.jpeg,dent,side_panel,medium,0.676724,0.518433,0.198276,0.161290
0805.jpeg,crack,left_door,low,0.081897,0.320276,0.163793,0.096774
0805.jpeg,dent,side_panel,low,0.553879,0.642857,0.176724,0.133641
0805.jpeg,dent,front_bumper,low,0.693966,0.824885,0.258621,0.119816
0806.jpeg,crack,left_door,medium,0.081126,0.646707,0.162252,0.299401
0806.jpeg,crack,front_bumper,medium,0.056291,0.922156,0.112583,0.143713
0806.jpeg,dent,left_door,low,0.052980,0.350299,0.105960,0.101796
0807.jpeg,broken_part,front_bumper,medium,0.613900,0.935567,0.061776,0.118557
0807.jpeg,dent,front_bumper,low,0.739382,0.940722,0.158301,0.108247
0807.jpeg,crack,windshield,medium,0.465251,0.255155,0.166023,0.231959
0807.jpeg,crack,right_door,low,0.727799,0.391753,0.057915,0.092784
0807.jpeg,dent,front_bumper,low,0.722008,0.850515,0.115830,0.113402
0807.jpeg,dent,front_bumper,low,0.654440,0.932990,0.065637,0.082474
0809.jpeg,crack,side_panel,low,0.438224,0.682990,0.212355,0.139175
0809.jpeg,dent,front_bumper,low,0.922780,0.907216,0.146718,0.113402
0811.jpeg,dent,right_door,low,0.959866,0.708333,0.060201,0.130952
0812.jpeg,crack,front_bumper,medium,0.430502,0.878866,0.212355,0.231959
0812.jpeg,dent,front_bumper,medium,0.700772,0.878866,0.281853,0.201031
0813.jpeg,broken_part,front_bumper,medium,0.169014,0.805085,0.338028,0.378531
0813.jpeg,dent,front_bumper,low,0.424296,0.805085,0.095070,0.163842
0814.jpeg,broken_part,front_bumper,medium,0.138996,0.878866,0.277992,0.231959
0814.jpeg,broken_part,left_door,medium,0.206564,0.621134,0.413127,0.500000
0814.jpeg,dent,rear_bumper,low,0.175676,0.054124,0.081081,0.108247
0816.jpeg,paint_damage,front_bumper,low,0.075000,0.945876,0.150000,0.097938
0816.jpeg,paint_damage,front_bumper,medium,0.776923,0.868557,0.438462,0.252577
0817.jpeg,crack,front_bumper,medium,0.121667,0.854167,0.243333,0.279762
0817.jpeg,dent,left_door,low,0.063333,0.556548,0.126667,0.136905
0818.jpeg,dent,right_door,low,0.899614,0.280928,0.092664,0.108247
0818.jpeg,broken_part,left_door,medium,0.036680,0.108247,0.073359,0.216495
0818.jpeg,dent,left_door,low,0.067568,0.876289,0.135135,0.185567
0819.jpeg,crack,rear_bumper,medium,0.900000,0.095628,0.192727,0.191257
0819.jpeg,crack,other_location,medium,0.394545,0.497268,0.672727,0.994536
0819.jpeg,dent,left_door,low,0.060000,0.169399,0.120000,0.251366
0819.jpeg,dent,left_door,medium,0.118182,0.718579,0.236364,0.551913
0819.jpeg,dent,roof,low,0.780000,0.185792,0.127273,0.185792
0819.jpeg,dent,right_door,low,0.781818,0.349727,0.160000,0.174863
0819.jpeg,dent,roof,low,0.689091,0.163934,0.076364,0.131148
0820.jpeg,dent,right_door,medium,0.876448,0.337629,0.239382,0.407216
0820.jpeg,dent,front_bumper,medium,0.803089,0.832474,0.100386,0.097938
0821.jpeg,crack,front_bumper,medium,0.899614,0.858247,0.193050,0.211340
0821.jpeg,dent,front_bumper,low,0.509653,0.881443,0.138996,0.144330
0824.jpeg,dent,front_bumper,medium,0.872881,0.839181,0.206780,0.309942
0825.jpeg,dent,front_bumper,low,0.601818,0.863388,0.069091,0.098361
0826.jpeg,dent,right_door,low,0.887273,0.510929,0.109091,0.136612
0826.jpeg,dent,right_door,medium,0.814545,0.614754,0.363636,0.333333
0829.jpeg,dent,front_bumper,low,0.100386,0.945876,0.123552,0.097938
0829.jpeg,dent,front_bumper,low,0.880309,0.953608,0.177606,0.082474
0830.jpeg,dent,front_bumper,low,0.169884,0.935567,0.061776,0.118557
0830.jpeg,dent,front_bumper,low,0.071429,0.917526,0.142857,0.154639
0832.jpeg,crack,front_bumper,high,0.281818,0.806011,0.563636,0.377049
0832.jpeg,crack,right_door,low,0.821818,0.284153,0.312727,0.131148
0833.jpeg,paint_damage,left_door,low,0.050193,0.750000,0.092664,0.242268
0833.jpeg,paint_damage,left_door,low,0.131274,0.502577,0.092664,0.128866
0834.jpeg,crack,left_door,medium,0.036680,0.693299,0.073359,0.077320
0838.jpeg,dent,front_bumper,low,0.202703,0.956186,0.127413,0.077320
0838.jpeg,paint_damage,left_door,low,0.102317,0.216495,0.204633,0.082474
0838.jpeg,dent,left_door,low,0.279923,0.505155,0.150579,0.082474
0838.jpeg,paint_damage,left_door,low,0.036680,0.559278,0.073359,0.118557
0838.jpeg,dent,front_bumper,low,0.872587,0.884021,0.138996,0.159794
0840.jpeg,crack,left_door,high,0.272201,0.497423,0.544402,0.994845
0840.jpeg,dent,left_door,low,0.245174,0.286082,0.173745,0.221649
0840.jpeg,dent,rear_bumper,low,0.911197,0.123711,0.084942,0.144330
0840.jpeg,dent,front_bumper,medium,0.544402,0.806701,0.193050,0.335052
0840.jpeg,dent,right_door,low,0.872587,0.301546,0.123552,0.149485
0840.jpeg,dent,side_panel,low,0.461390,0.618557,0.073359,0.103093
0841.jpeg,dent,rear_bumper,low,0.102317,0.069588,0.073359,0.118557
0842.jpeg,crack,right_door,medium,0.924710,0.865979,0.142857,0.257732
0842.jpeg,crack,right_door,low,0.862934,0.582474,0.073359,0.082474
0843.jpeg,dent,front_bumper,medium,0.449807,0.845361,0.343629,0.298969
0843.jpeg,dent,side_panel,low,0.347490,0.603093,0.138996,0.134021
0843.jpeg,dent,right_door,low,0.947876,0.610825,0.096525,0.108247
0843.jpeg,dent,side_panel,low,0.571429,0.682990,0.069498,0.097938
0844.jpeg,crack,front_bumper,medium,0.899614,0.922680,0.193050,0.144330
0844.jpeg,crack,right_door,medium,0.891892,0.809278,0.208494,0.329897
0844.jpeg,crack,side_panel,medium,0.032819,0.945876,0.065637,0.097938
0844.jpeg,paint_damage,left_door,medium,0.084942,0.610825,0.169884,0.211340
0845.jpeg,paint_damage,left_door,medium,0.108108,0.350515,0.084942,0.113402
0845.jpeg,crack,front_bumper,medium,0.374517,0.922680,0.393822,0.144330
0848.jpeg,crack,hood,high,0.498069,0.322165,0.996139,0.644330
0848.jpeg,crack,front_bumper,medium,0.909266,0.920103,0.173745,0.149485
0849.jpeg,paint_damage,front_bumper,low,0.940154,0.940722,0.111969,0.108247
0850.jpeg,crack,rear_bumper,medium,0.251761,0.098315,0.130282,0.196629
0850.jpeg,crack,rear_bumper,medium,0.086268,0.106742,0.172535,0.101124
0853.jpeg,crack,front_bumper,low,0.697318,0.898964,0.122605,0.077720
0854.jpeg,crack,right_door,medium,0.952869,0.645631,0.086066,0.291262
0855.jpeg,crack,front_bumper,medium,0.399590,0.854369,0.225410,0.106796
0855.jpeg,dent,right_door,low,0.944672,0.347087,0.102459,0.092233
0855.jpeg,crack,front_bumper,low,0.881148,0.905340,0.229508,0.111650
0856.jpeg,dent,left_door,medium,0.060000,0.806667,0.120000,0.075556
0856.jpeg,dent,front_bumper,medium,0.502222,0.911111,0.302222,0.168889
0856.jpeg,dent,front_bumper,low,0.306667,0.946667,0.106667,0.097778
0856.jpeg,dent,front_bumper,low,0.431111,0.877778,0.080000,0.102222
0856.jpeg,paint_damage,front_bumper,low,0.286667,0.731111,0.262222,0.111111
0857.jpeg,broken_part,side_panel,medium,0.650579,0.695876,0.490347,0.371134
0857.jpeg,dent,right_door,low,0.951737,0.719072,0.088803,0.139175
0857.jpeg,dent,right_door,low,0.951737,0.850515,0.088803,0.164948
0858.jpeg,dent,left_door,low,0.057915,0.891753,0.077220,0.092784
0861.jpeg,dent,right_door,low,0.699275,0.409836,0.072464,0.087432
0862.jpeg,crack,other_location,high,0.498069,0.438144,0.996139,0.649485
0863.jpeg,crack,front_bumper,medium,0.907336,0.891753,0.177606,0.092784
0863.jpeg,broken_part,front_bumper,medium,0.532819,0.840206,0.926641,0.309278
0863.jpeg,dent,right_door,low,0.891892,0.796392,0.208494,0.118557
0865.jpeg,dent,right_door,low,0.954183,0.912935,0.083665,0.164179
0865.jpeg,crack,front_bumper,low,0.619522,0.825871,0.139442,0.139303
0865.jpeg,dent,right_door,low,0.796813,0.273632,0.063745,0.099502
0865.jpeg,dent,left_door,low,0.035857,0.624378,0.071713,0.124378
0866.jpeg,crack,front_bumper,medium,0.463320,0.899485,0.100386,0.097938
0867.jpeg,crack,rear_bumper,medium,0.050909,0.092896,0.101818,0.185792
0867.jpeg,crack,front_bumper,medium,0.280000,0.751366,0.450909,0.245902
0867.jpeg,dent,front_bumper,low,0.820000,0.885246,0.156364,0.120219
0867.jpeg,dent,right_door,low,0.805455,0.754098,0.083636,0.109290
0867.jpeg,crack,left_door,medium,0.200000,0.581967,0.400000,0.114754
0867.jpeg,crack,left_door,medium,0.243636,0.412568,0.487273,0.158470
0869.jpeg,crack,rear_bumper,medium,0.793436,0.051546,0.405405,0.103093
0869.jpeg,broken_part,front_bumper,medium,0.063707,0.902062,0.127413,0.185567
0869.jpeg,dent,left_door,medium,0.254826,0.319588,0.509653,0.639175
0869.jpeg,crack,front_bumper,high,0.268340,0.744845,0.536680,0.500000
0869.jpeg,dent,front_bumper,medium,0.210425,0.904639,0.227799,0.180412
0869.jpeg,dent,right_door,low,0.949807,0.706186,0.092664,0.134021
0870.jpeg,crack,front_bumper,low,0.813525,0.915049,0.364754,0.082524
0872.jpeg,crack,rear_bumper,medium,0.772201,0.095361,0.447876,0.190722
0872.jpeg,dent,front_bumper,low,0.102317,0.914948,0.204633,0.159794
0874.jpeg,dent,left_door,low,0.067568,0.706186,0.135135,0.309278
0874.jpeg,dent,front_bumper,low,0.333977,0.768041,0.081081,0.092784
0875.jpeg,crack,rear_bumper,medium,0.376448,0.085052,0.667954,0.170103
0875.jpeg,crack,left_door,medium,0.088803,0.244845,0.177606,0.386598
0875.jpeg,crack,right_door,medium,0.776062,0.579897,0.401544,0.149485
0875.jpeg,crack,right_door,medium,0.689189,0.644330,0.613900,0.340206
0876.jpeg,dent,front_bumper,medium,0.687273,0.904372,0.189091,0.180328
0877.jpeg,broken_part,windshield,medium,0.693050,0.206186,0.606178,0.412371
0877.jpeg,dent,front_bumper,medium,0.330116,0.873711,0.281853,0.242268
0877.jpeg,dent,left_door,low,0.289575,0.716495,0.061776,0.164948
0878.jpeg,crack,rear_bumper,medium,0.716216,0.072165,0.559846,0.144330
0878.jpeg,crack,front_bumper,medium,0.181467,0.920103,0.362934,0.149485
0878.jpeg,crack,front_bumper,medium,0.478764,0.945876,0.262548,0.097938
0878.jpeg,crack,rear_bumper,medium,0.223938,0.113402,0.138996,0.175258
0878.jpeg,crack,right_door,medium,0.930502,0.502577,0.131274,0.087629
0878.jpeg,crack,rear_bumper,medium,0.133205,0.164948,0.196911,0.329897
0878.jpeg,crack,left_door,medium,0.038610,0.188144,0.077220,0.118557
0878.jpeg,broken_part,side_panel,medium,0.380309,0.713918,0.305019,0.427835
0878.jpeg,dent,left_door,medium,0.173745,0.520619,0.347490,0.628866
0878.jpeg,crack,right_door,medium,0.795367,0.755155,0.401544,0.108247
0878.jpeg,dent,side_panel,low,0.600386,0.412371,0.142857,0.144330
0878.jpeg,dent,front_bumper,medium,0.924710,0.873711,0.142857,0.242268
0878.jpeg,crack,right_door,low,0.706564,0.492268,0.216216,0.108247
0878.jpeg,crack,left_door,medium,0.090734,0.342784,0.127413,0.139175
0881.jpeg,crack,windshield,high,0.497423,0.234615,0.994845,0.469231
0881.jpeg,crack,left_door,medium,0.268041,0.509615,0.536082,0.157692
0881.jpeg,crack,front_bumper,high,0.448454,0.813462,0.762887,0.365385
0881.jpeg,paint_damage,right_door,low,0.917526,0.540385,0.103093,0.080769
0881.jpeg,dent,front_bumper,medium,0.891753,0.890385,0.206186,0.211538
0881.jpeg,crack,side_panel,medium,0.523196,0.398077,0.201031,0.073077
0881.jpeg,crack,right_door,medium,0.770619,0.548077,0.190722,0.073077
0881.jpeg,dent,left_door,low,0.146907,0.400000,0.149485,0.084615
0881.jpeg,crack,left_door,medium,0.108247,0.694231,0.216495,0.157692
0881.jpeg,dent,right_door,medium,0.871134,0.632692,0.247423,0.150000
0881.jpeg,dent,front_bumper,low,0.780928,0.951923,0.108247,0.088462
0881.jpeg,dent,side_panel,low,0.533505,0.640385,0.128866,0.057692
0882.jpeg,crack,right_door,medium,0.902622,0.313830,0.164794,0.138298
0883.jpeg,dent,left_door,medium,0.073359,0.628866,0.146718,0.268041
0886.jpeg,dent,front_bumper,low,0.843636,0.926230,0.130909,0.136612
0886.jpeg,crack,hood,medium,0.314545,0.256831,0.629091,0.513661
0886.jpeg,crack,left_door,medium,0.192727,0.480874,0.385455,0.644809
0887.jpeg,crack,right_door,high,0.785714,0.762887,0.420849,0.463918
0887.jpeg,crack,left_door,medium,0.063707,0.162371,0.127413,0.262887
0887.jpeg,paint_damage,front_bumper,medium,0.283784,0.930412,0.567568,0.128866
0888.jpeg,dent,rear_bumper,low,0.225000,0.065476,0.450000,0.130952
0888.jpeg,dent,hood,low,0.466667,0.330357,0.126667,0.113095
0888.jpeg,dent,side_panel,low,0.478333,0.556548,0.156667,0.136905
0889.jpeg,dent,left_door,low,0.044643,0.906667,0.089286,0.060000
0889.jpeg,dent,front_bumper,low,0.083333,0.968333,0.166667,0.056667
0889.jpeg,paint_damage,rear_bumper,low,0.898810,0.033333,0.142857,0.066667
0889.jpeg,dent,front_bumper,low,0.154762,0.903333,0.130952,0.080000
0889.jpeg,dent,left_door,low,0.104167,0.610000,0.089286,0.080000
0890.jpeg,crack,front_bumper,medium,0.523166,0.935567,0.637066,0.118557
0891.jpeg,crack,right_door,medium,0.907063,0.473262,0.178439,0.262032
0891.jpeg,dent,left_door,low,0.046468,0.200535,0.092937,0.176471
0894.jpeg,crack,rear_bumper,medium,0.343629,0.069588,0.324324,0.139175
0894.jpeg,dent,right_door,medium,0.803089,0.268041,0.386100,0.536082
0894.jpeg,paint_damage,rear_bumper,low,0.119691,0.090206,0.138996,0.118557
0894.jpeg,broken_part,front_bumper,medium,0.594595,0.747423,0.362934,0.391753
0894.jpeg,crack,left_door,low,0.077220,0.731959,0.138996,0.113402
0894.jpeg,dent,windshield,low,0.355212,0.278351,0.347490,0.103093
0895.jpeg,dent,rear_bumper,low,0.892727,0.087432,0.090909,0.174863
0895.jpeg,broken_part,roof,medium,0.565455,0.106557,0.287273,0.213115
0895.jpeg,crack,other_location,medium,0.674545,0.497268,0.643636,0.994536
0895.jpeg,dent,left_door,low,0.312727,0.497268,0.123636,0.153005
0896.jpeg,crack,rear_bumper,medium,0.481203,0.111111,0.263158,0.211640
0896.jpeg,crack,front_bumper,low,0.266917,0.764550,0.142857,0.089947
0897.jpeg,crack,right_door,medium,0.955598,0.783505,0.081081,0.123711
0897.jpeg,dent,front_bumper,medium,0.903475,0.922680,0.185328,0.144330
0897.jpeg,dent,right_door,medium,0.849421,0.731959,0.146718,0.134021
0897.jpeg,dent,left_door,low,0.088803,0.618557,0.131274,0.103093
0897.jpeg,dent,side_panel,low,0.355212,0.677835,0.131274,0.097938
0898.jpeg,dent,rear_bumper,medium,0.919689,0.091954,0.150259,0.183908
0898.jpeg,crack,rear_bumper,medium,0.463731,0.088123,0.533679,0.176245
0898.jpeg,crack,windshield,medium,0.492228,0.252874,0.611399,0.275862
0898.jpeg,dent,front_bumper,low,0.818653,0.810345,0.352332,0.095785
0899.jpeg,crack,front_bumper,medium,0.393140,0.898496,0.195251,0.187970
0899.jpeg,crack,rear_bumper,medium,0.143799,0.154135,0.282322,0.308271
0899.jpeg,crack,windshield,medium,0.715040,0.236842,0.564644,0.473684
0899.jpeg,crack,roof,medium,0.523747,0.184211,0.145119,0.263158
0899.jpeg,dent,side_panel,low,0.658311,0.466165,0.192612,0.330827
0899.jpeg,crack,right_door,medium,0.813984,0.496241,0.229551,0.300752
0900.jpeg,crack,front_bumper,medium,0.123188,0.931694,0.246377,0.125683
0901.jpeg,dent,front_bumper,low,0.370656,0.871134,0.084942,0.154639
0902.jpeg,dent,left_door,medium,0.094545,0.224044,0.189091,0.448087
0903.jpeg,crack,front_bumper,medium,0.706564,0.945876,0.378378,0.097938
0904.jpeg,dent,right_door,medium,0.839768,0.391753,0.312741,0.247423
0905.jpeg,crack,front_bumper,high,0.355212,0.878866,0.710425,0.231959
0905.jpeg,dent,windshield,low,0.673745,0.273196,0.150579,0.123711
0905.jpeg,dent,right_door,low,0.781853,0.270619,0.081081,0.087629
0908.jpeg,dent,front_bumper,low,0.065455,0.942623,0.109091,0.103825
0908.jpeg,dent,right_door,low,0.829091,0.592896,0.138182,0.169399
0908.jpeg,crack,front_bumper,medium,0.330909,0.857923,0.552727,0.273224
0909.jpeg,crack,front_bumper,medium,0.076052,0.947853,0.145631,0.092025
0909.jpeg,crack,front_bumper,low,0.336570,0.920245,0.071197,0.147239
0909.jpeg,dent,hood,low,0.435275,0.371166,0.074434,0.288344
0911.jpeg,crack,left_door,medium,0.045455,0.907104,0.090909,0.120219
0911.jpeg,dent,left_door,medium,0.183636,0.614754,0.105455,0.125683
0911.jpeg,dent,front_bumper,low,0.240000,0.877049,0.080000,0.125683
0911.jpeg,dent,front_bumper,medium,0.247273,0.775956,0.123636,0.284153
0912.jpeg,crack,hood,medium,0.498069,0.286082,0.996139,0.572165
0912.jpeg,crack,left_door,medium,0.077220,0.579897,0.154440,0.293814
0912.jpeg,dent,right_door,medium,0.888031,0.832474,0.154440,0.108247
0912.jpeg,dent,side_panel,low,0.590734,0.567010,0.061776,0.082474
0913.jpeg,crack,front_bumper,medium,0.525097,0.956186,0.138996,0.077320
0913.jpeg,crack,front_bumper,medium,0.542471,0.788660,0.428571,0.412371
0914.jpeg,crack,right_door,medium,0.951031,0.741313,0.087629,0.138996
0914.jpeg,crack,front_bumper,high,0.788660,0.874517,0.412371,0.243243
0914.jpeg,paint_damage,right_door,medium,0.948454,0.138996,0.092784,0.131274
0915.jpeg,crack,rear_bumper,medium,0.730909,0.084699,0.400000,0.169399
0916.jpeg,paint_damage,right_door,medium,0.959459,0.188144,0.073359,0.335052
0916.jpeg,dent,rear_bumper,low,0.592664,0.072165,0.104247,0.144330
0916.jpeg,dent,roof,low,0.828185,0.167526,0.220077,0.335052
0917.jpeg,crack,windshield,high,0.497778,0.271111,0.995556,0.542222
0917.jpeg,crack,front_bumper,high,0.497778,0.731111,0.995556,0.528889
0917.jpeg,paint_damage,right_door,medium,0.880000,0.751111,0.231111,0.097778
0917.jpeg,dent,right_door,low,0.917778,0.653333,0.155556,0.124444
0918.jpeg,dent,roof,low,0.552124,0.141753,0.084942,0.139175
0002.jpeg,dent,front_bumper,low,0.226744,0.936224,0.112403,0.117347
0002.jpeg,dent,front_bumper,low,0.069767,0.926020,0.131783,0.117347
0008.jpeg,crack,left_door,medium,0.097778,0.520000,0.195556,0.080000
0008.jpeg,paint_damage,rear_bumper,medium,0.717778,0.071111,0.555556,0.071111
0014.jpeg,dent,roof,medium,0.665414,0.111111,0.105263,0.222222
0015.jpeg,broken_part,front_bumper,medium,0.150000,0.896907,0.300000,0.195876
0015.jpeg,crack,left_door,medium,0.165385,0.399485,0.107692,0.170103
0015.jpeg,dent,front_bumper,low,0.203846,0.829897,0.107692,0.144330
0015.jpeg,crack,left_door,low,0.090385,0.811856,0.073077,0.077320
0015.jpeg,crack,left_door,low,0.046154,0.762887,0.061538,0.082474
0017.jpeg,broken_part,front_bumper,medium,0.498182,0.918033,0.996364,0.153005
0017.jpeg,crack,right_door,medium,0.969091,0.762295,0.054545,0.158470
0017.jpeg,scratch,front_bumper,high,0.478182,0.756831,0.614545,0.180328
0017.jpeg,dent,front_bumper,low,0.167273,0.920765,0.109091,0.114754
0018.jpeg,broken_part,side_panel,high,0.593066,0.614130,0.551095,0.423913
0018.jpeg,dent,right_door,low,0.879562,0.630435,0.080292,0.108696
0019.jpeg,crack,front_bumper,high,0.720077,0.902062,0.382239,0.185567
0019.jpeg,crack,right_door,high,0.797297,0.757732,0.397683,0.474227
0019.jpeg,crack,left_door,medium,0.075290,0.286082,0.150579,0.077320
0019.jpeg,crack,right_door,medium,0.888031,0.219072,0.216216,0.108247
0019.jpeg,dent,side_panel,low,0.644788,0.585052,0.162162,0.118557
0024.jpeg,crack,right_door,medium,0.788390,0.703704,0.258427,0.148148
0026.jpeg,paint_damage,roof,medium,0.574766,0.125000,0.149533,0.250000
0026.jpeg,dent,rear_bumper,medium,0.264019,0.065678,0.210280,0.131356
0028.jpeg,crack,roof,medium,0.382246,0.114754,0.148551,0.229508
0029.jpeg,dent,front_bumper,low,0.588803,0.943299,0.096525,0.103093
0029.jpeg,crack,front_bumper,medium,0.102317,0.863402,0.204633,0.262887
0029.jpeg,dent,front_bumper,low,0.940154,0.902062,0.111969,0.185567
0029.jpeg,crack,front_bumper,medium,0.416988,0.750000,0.131274,0.128866
0029.jpeg,dent,left_door,medium,0.185328,0.716495,0.177606,0.216495
0029.jpeg,dent,front_bumper,low,0.554054,0.734536,0.096525,0.108247
