image_name,split,damage_type,damage_location,severity,bounding_box,confidence,flag
0735.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0736.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0737.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0738.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0739.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0740.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0741.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0742.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0743.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0744.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0745.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0746.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0747.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0748.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0749.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0750.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0751.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0752.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0753.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0754.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0755.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0756.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0757.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0758.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0759.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0760.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0761.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0762.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0763.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0764.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0765.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0766.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0767.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0768.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0769.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0770.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0771.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0772.jpg,train,none,none,none,none,1.0,whole_confirmed
0773.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0774.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0775.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0776.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0777.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0778.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0779.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0780.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0781.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0782.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0783.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0784.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0785.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0786.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0787.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0788.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0789.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0790.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0791.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0792.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0793.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0794.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0795.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0796.JPEG,train,none,none,none,none,1.0,whole_confirmed
0797.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0798.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0799.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0800.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0801.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0802.JPEG,train,none,none,none,none,1.0,whole_confirmed
0803.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0804.JPEG,train,none,none,none,none,1.0,whole_confirmed
0805.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0806.JPEG,train,none,none,none,none,1.0,whole_confirmed
0807.JPEG,train,none,none,none,none,1.0,whole_confirmed
0808.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0809.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0810.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0811.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0812.JPEG,train,none,none,none,none,1.0,whole_confirmed
0813.JPEG,train,none,none,none,none,1.0,whole_confirmed
0814.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0815.JPEG,train,none,none,none,none,1.0,whole_confirmed
0816.JPEG,train,none,none,none,none,1.0,whole_confirmed
0817.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0818.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0819.JPEG,train,none,none,none,none,1.0,whole_confirmed
0820.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0821.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0822.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0823.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0824.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0825.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0826.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0827.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0828.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0829.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0830.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0831.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0832.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0833.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0834.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0835.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0836.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0837.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0838.JPEG,train,none,none,none,none,1.0,whole_confirmed
0839.JPEG,train,none,none,none,none,1.0,whole_confirmed
0840.JPEG,train,none,none,none,none,1.0,whole_confirmed
0841.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0842.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0843.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0844.JPEG,train,none,none,none,none,1.0,whole_confirmed
0845.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0846.JPEG,train,none,none,none,none,1.0,whole_confirmed
0847.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0848.JPEG,train,none,none,none,none,1.0,whole_confirmed
0849.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0850.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0851.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0852.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0853.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0854.JPEG,train,none,none,none,none,1.0,whole_confirmed
0855.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0856.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0857.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0858.JPEG,train,none,none,none,none,1.0,whole_confirmed
0859.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0860.JPEG,train,none,none,none,none,1.0,whole_confirmed
0861.JPEG,train,none,none,none,none,1.0,whole_confirmed
0862.JPEG,train,none,none,none,none,1.0,whole_confirmed
0863.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0864.JPEG,train,none,none,none,none,1.0,whole_confirmed
0865.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0866.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0867.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0868.JPEG,train,none,none,none,none,1.0,whole_confirmed
0869.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0870.JPEG,train,none,none,none,none,1.0,whole_confirmed
0871.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0872.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0873.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0874.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0875.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0876.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0877.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0878.JPEG,train,none,none,none,none,1.0,whole_confirmed
0879.JPEG,train,none,none,none,none,1.0,whole_confirmed
0880.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0881.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0882.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0883.JPEG,train,none,none,none,none,1.0,whole_confirmed
0884.JPEG,train,none,none,none,none,1.0,whole_confirmed
0885.JPEG,train,none,none,none,none,1.0,whole_confirmed
0886.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0887.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0888.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0889.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0890.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0891.JPEG,train,none,none,none,none,1.0,whole_confirmed
0892.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0893.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0894.JPEG,train,none,none,none,none,1.0,whole_confirmed
0895.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0896.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0897.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0898.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0899.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0900.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0901.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0902.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0903.JPEG,train,none,none,none,none,1.0,whole_confirmed
0904.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0905.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0906.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0907.JPEG,train,none,none,none,none,1.0,whole_confirmed
0908.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0909.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0910.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0911.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0912.JPEG,train,none,none,none,none,1.0,whole_confirmed
0913.JPEG,train,none,none,none,none,1.0,whole_confirmed
0914.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0915.JPEG,train,none,none,none,none,1.0,whole_confirmed
0916.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0917.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0918.JPEG,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0919.JPEG,train,none,none,none,none,1.0,whole_confirmed
0920.JPEG,train,none,none,none,none,1.0,whole_confirmed
0001.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4761,manual_review
0002.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5741,manual_review
0003.JPEG,val,paint_damage,left_door,medium,"[0, 0, 37, 73]",0.6085,auto_labeled
0003.JPEG,val,paint_damage,side_panel,high,"[0, 0, 302, 167]",0.7494,auto_labeled
0003.JPEG,val,dent,left_door,low,"[35, 70, 29, 21]",0.4662,auto_labeled
0004.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5011,manual_review
0005.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.439,manual_review
0006.JPEG,val,scratch,side_panel,high,"[0, 31, 275, 151]",0.7131,auto_labeled
0007.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4451,manual_review
0008.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5766,manual_review
0009.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5359,manual_review
0010.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4973,manual_review
0011.JPEG,val,paint_damage,side_panel,high,"[0, 19, 288, 155]",0.7675,auto_labeled
0012.JPEG,val,paint_damage,side_panel,high,"[0, 0, 264, 191]",0.7543,auto_labeled
0013.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5481,manual_review
0014.JPEG,val,scratch,side_panel,medium,"[0, 0, 266, 189]",0.6714,auto_labeled
0015.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4974,manual_review
0016.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5183,manual_review
0017.JPEG,val,paint_damage,right_door,medium,"[212, 122, 39, 39]",0.6376,auto_labeled
0017.JPEG,val,paint_damage,hood,high,"[0, 0, 275, 122]",0.8513,auto_labeled
0017.JPEG,val,paint_damage,left_door,medium,"[0, 116, 36, 42]",0.6667,auto_labeled
0017.JPEG,val,paint_damage,side_panel,low,"[63, 128, 122, 12]",0.5094,auto_labeled
0018.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5148,manual_review
0019.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5588,manual_review
0020.JPEG,val,crack,rear_bumper,medium,"[0, 0, 259, 28]",0.7041,auto_labeled
0020.JPEG,val,paint_damage,side_panel,medium,"[0, 21, 259, 172]",0.6817,auto_labeled
0021.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5221,manual_review
0022.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5039,manual_review
0023.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.439,manual_review
0024.JPEG,val,paint_damage,side_panel,high,"[0, 0, 267, 189]",0.7506,auto_labeled
0025.jpeg,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5327,manual_review
0026.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4782,manual_review
0027.jpeg,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4706,manual_review
0028.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 276, 183]",0.66,auto_labeled
0029.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4679,manual_review
0030.JPEG,val,paint_damage,side_panel,high,"[0, 0, 275, 183]",0.7436,auto_labeled
0031.JPEG,val,paint_damage,side_panel,high,"[0, 0, 278, 182]",0.8452,auto_labeled
0032.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4727,manual_review
0033.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5699,manual_review
0034.JPEG,val,paint_damage,side_panel,high,"[0, 0, 259, 167]",0.7343,auto_labeled
0034.JPEG,val,paint_damage,side_panel,low,"[102, 121, 43, 53]",0.4928,auto_labeled
0035.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5262,manual_review
0036.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4803,manual_review
0037.JPEG,val,crack,front_bumper,medium,"[0, 176, 269, 11]",0.7077,auto_labeled
0037.JPEG,val,paint_damage,other_location,medium,"[205, 0, 63, 23]",0.5203,auto_labeled
0037.JPEG,val,paint_damage,side_panel,low,"[105, 134, 53, 11]",0.6156,auto_labeled
0037.JPEG,val,paint_damage,side_panel,high,"[0, 0, 269, 160]",0.6901,auto_labeled
0038.JPEG,val,paint_damage,side_panel,high,"[0, 80, 254, 117]",0.6751,auto_labeled
0038.JPEG,val,paint_damage,hood,medium,"[0, 0, 254, 148]",0.5902,auto_labeled
0039.JPEG,val,scratch,side_panel,medium,"[0, 0, 295, 171]",0.6239,auto_labeled
0040.JPEG,val,scratch,side_panel,high,"[0, 0, 290, 174]",0.7173,auto_labeled
0041.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5643,manual_review
0042.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5483,manual_review
0043.jpeg,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5469,manual_review
0044.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5359,manual_review
0045.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5566,manual_review
0046.jpeg,val,paint_damage,side_panel,high,"[0, 0, 269, 188]",0.7779,auto_labeled
0047.JPEG,val,paint_damage,side_panel,high,"[0, 0, 259, 194]",0.7054,auto_labeled
0048.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5057,manual_review
0049.jpeg,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5433,manual_review
0050.jpeg,val,paint_damage,side_panel,high,"[0, 0, 299, 168]",0.7202,auto_labeled
0051.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.463,manual_review
0052.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5286,manual_review
0053.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.405,manual_review
0054.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4524,manual_review
0055.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.3641,manual_review
0056.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4434,manual_review
0057.JPEG,val,crack,front_bumper,medium,"[0, 174, 269, 13]",0.6905,auto_labeled
0057.JPEG,val,paint_damage,side_panel,medium,"[128, 105, 39, 53]",0.6145,auto_labeled
0057.JPEG,val,paint_damage,side_panel,high,"[0, 0, 269, 160]",0.7563,auto_labeled
0057.JPEG,val,paint_damage,front_bumper,low,"[97, 158, 68, 13]",0.5025,auto_labeled
0058.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4584,manual_review
0059.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4375,manual_review
0060.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 259, 185]",0.6575,auto_labeled
0061.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5207,manual_review
0062.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5922,manual_review
0063.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4922,manual_review
0064.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4971,manual_review
0065.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5217,manual_review
0066.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4763,manual_review
0067.JPEG,val,paint_damage,side_panel,high,"[0, 0, 318, 159]",0.7821,auto_labeled
0068.JPEG,val,paint_damage,side_panel,high,"[0, 0, 299, 168]",0.7448,auto_labeled
0069.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5267,manual_review
0070.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4056,manual_review
0071.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5827,manual_review
0072.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5222,manual_review
0073.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4791,manual_review
0074.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.542,manual_review
0075.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5053,manual_review
0076.JPEG,val,paint_damage,side_panel,high,"[0, 0, 268, 188]",0.8254,auto_labeled
0077.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4387,manual_review
0078.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4805,manual_review
0079.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 259, 187]",0.6209,auto_labeled
0080.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5544,manual_review
0081.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5475,manual_review
0082.JPEG,val,paint_damage,side_panel,high,"[0, 0, 268, 188]",0.8654,auto_labeled
0083.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5717,manual_review
0084.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5224,manual_review
0085.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5604,manual_review
0086.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4442,manual_review
0087.JPEG,val,paint_damage,side_panel,high,"[0, 0, 269, 158]",0.7784,auto_labeled
0087.JPEG,val,crack,front_bumper,medium,"[0, 170, 269, 16]",0.6654,auto_labeled
0087.JPEG,val,dent,left_door,low,"[0, 149, 15, 11]",0.3935,auto_labeled
0088.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4833,manual_review
0089.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4294,manual_review
0090.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.48,manual_review
0091.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5475,manual_review
0092.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.3959,manual_review
0093.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5756,manual_review
0094.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 259, 194]",0.6565,auto_labeled
0095.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5063,manual_review
0096.JPEG,val,dent,side_panel,medium,"[0, 0, 194, 259]",0.6068,auto_labeled
0097.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4397,manual_review
0098.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4881,manual_review
0099.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4721,manual_review
0100.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4562,manual_review
0101.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.434,manual_review
0102.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5503,manual_review
0103.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4329,manual_review
0104.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5515,manual_review
0105.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5545,manual_review
0106.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4319,manual_review
0107.JPEG,val,paint_damage,side_panel,high,"[0, 0, 269, 188]",0.7693,auto_labeled
0107.JPEG,val,paint_damage,right_door,low,"[232, 67, 36, 12]",0.4737,auto_labeled
0108.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5193,manual_review
0109.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 292, 142]",0.6219,auto_labeled
0110.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4949,manual_review
0111.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.521,manual_review
0112.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4934,manual_review
0113.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.513,manual_review
0114.jpeg,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4026,manual_review
0115.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5106,manual_review
0116.JPEG,val,paint_damage,side_panel,high,"[0, 0, 269, 188]",0.872,auto_labeled
0116.JPEG,val,paint_damage,windshield,medium,"[44, 12, 22, 10]",0.6365,auto_labeled
0116.JPEG,val,paint_damage,right_door,low,"[249, 29, 19, 23]",0.4973,auto_labeled
0117.JPEG,val,paint_damage,side_panel,medium,"[0, 0, 265, 161]",0.6653,auto_labeled
0117.JPEG,val,paint_damage,side_panel,low,"[128, 117, 34, 48]",0.5663,auto_labeled
0118.jpeg,val,paint_damage,side_panel,high,"[0, 0, 275, 161]",0.7278,auto_labeled
0118.jpeg,val,paint_damage,front_bumper,medium,"[0, 159, 275, 23]",0.5934,auto_labeled
0119.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5079,manual_review
0120.JPEG,val,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5807,manual_review
0121.JPEG,val,paint_damage,side_panel,high,"[0, 0, 259, 154]",0.7539,auto_labeled
0121.JPEG,val,paint_damage,side_panel,medium,"[117, 110, 33, 42]",0.584,auto_labeled
